S.No,Unique ID,Stretch,Scheme,Package,SPV/Company,Company CIN,Developer,Developer CIN,State,Mode,Project Status,NH/SH,NH/SH No,Phase,Lane,Stretch (Kms),Lane Kilometer,RFP,RFQ,Letter Of Award,Concession Period (Years),Construction Period (Months),Concession Agreement Signed,Financial Closure,Construction Commencement,Scheduled Project Completion,Anticipated Completion,Provisional Commercial Operation Date,Actual Completion,Basis Of Award,Annuity (Rs.Cr),Grant (Rs.Cr),Negative Grant (Rs.Cr),Project Cost (Rs.Cr),Revised Project Cost (Rs.Cr),Dev Cost (Rs.Cr),Equity (Rs.Cr),Long Term Loan (Rs.Cr),Debt (Rs.Cr),Incremental Cost (Rs.Cr),TPC per km (Rs.Cr),Time Overrun (Months),Independent Engineer,Other members,Remarks,Project Name
39,N/03006/01001/AP,Gundugolanu - Devarapalli - Kovvuru,Bharatmala Pariyojana,,GR Gundugolanu Devarapalli Highway Pvt Ltd,U45206RJ2018PTC060749,G R Infraprojects Ltd,,Andhra Pradesh,PPP HAM,Completed,National Highway,16,Phase - 1,4,69.884,279.536,,,Mar-2018,17.5,30,Apr-2018,,Oct-2018,Aug-2022,Dec-2022,Jul-2021,Sep-2022,,0.00,730.80,0.00,1827.00,0.00,2092.37,0.00,0.00,788.00,265.37,26.14,1,MSV International Inc. in association with ARMENGE Engineering and Management Consultants Pvt Ltd,,"Design (km 15.32 - km 85.204);
PCOD - July 2021;
COD - September 2022;",4L of Gundugolanu ? DevarapaIli ? Kovvuru Section of NH?16 from Km. 15.320 (Existing Km. 15.700) to Km. 85.204 (existing Km. 81.400) (Design Length = 69.884 Km.) in the State of Andhra Pradesh under Bharatmala Pariyojana on Hybrid Annuity Mode.
40,N/04036/04001/KA,Hubli - Hospet,NHDP ,,,,BSCPL Infrastructure Ltd,U45203TG1998PLC029154,Karnataka,EPC,Provisionally Completed,National Highway,6,IV B,4,143.72,574.88,,,Aug-2016,,,Aug-2016,,Mar-2017,Apr-2020,Oct-2024,Mar-2022,,,0.00,0.00,0.00,1334.70,2531.99,1664.20,0.00,0.00,0.00,329.50,17.62,,Aarvee Associates,KNR Constructions (JV),Design (km 128.850 - km 272.51); PCOD - MARCH 2022;,4L of Hubli - Hospet Section of NH-63 from: Km 128.850 to Km 272.571 in EPC mode
41,N/02004/13001/AP ,Ichhapuram - Narasannapeta,Bharatmala Pariyojana,,,,SPL Infrastructure Ltd,U74210TN2004PTC053025,Andhra Pradesh,EPC,Completed,National Highway,16,Phase - 1,4,13.45,53.8,,,Mar-2018,,,Apr-2018,,May-2018,Nov-2019,Aug-2022,,Jun-2022,,0.00,0.00,0.00,439.00,0.00,562.31,0.00,0.00,0.00,123.31,32.64,31,"MSV International Inc,Sri Infotech",Consolidated Construction Consortium Ltd (JV),"Design (km 470.415 - km 581.700);
PCOD - February 2021;",4L of Ichapuram to Narasannapeta from Km. 470.415 to Km. 581.700 (Capacity Augmentation) of NH-16 (Old NH-5)
42,N/08049/02001/TN,Kallagam - Karuppur - Meensurutti,Bharatmala Pariyojana,,Kallagam-Meensurutti Highway Pvt Ltd,U45500DL2018PTC331727,Oriental Structural Engineers Pvt Ltd,,Tamil Nadu,PPP HAM,Provisionally Completed,National Highway,227,Phase - 1,2/4,59.73,,Mar-2018,,Mar-2018,17,24,Apr-2018,,Apr-2019,Apr-2021,Oct-2024,May-2022,,,0.00,0.00,0.00,1071.00,1499.12,0.00,0.00,455.60,0.00,,25.10,,"MSV international Inc,SRIINFOTECH",,"Design (km 38.700 - km 50.382 & km 50.382 - km 98.433);
PCOD - May 2022;",4L of Kallagam – Karuppur from Km 38.700 to Km 50.382 & Two laning with Paved Shoulders from Karuppur – Meensurutti from Km. 50.382 to Km. 98.433 of NH-227 under Bharatmala Pariyojana (Residual Projects under NHDP Phase IV) in the State of Tamil Nadu on DBOT Annuity or Hybrid Annuity Mode
43,N/05032/02001/TS,Manakondur Bypass - Palvelpula,Bharatmala Pariyojana,,Karimnagar - Warangal Highways Ltd,U45309MP2022PLC064087,Dilip Buildcon Ltd,,Telangana,PPP HAM,Under implementation,National Highway,563,,4,68.32,273.28,,,Dec-2022,17,24,Feb-2023,,Jul-2023,Jul-2025,Jul-2025,,,,0.00,0.00,0.00,1647.00,2146.86,0.00,0.00,0.00,0.00,,31.42,NA,LN Malviya Infra Projects Pvt. Limited in association with Intratech Civil Solutions & Consultant,,Design (km 48.860 - km 116.875);,4L of Karimnagar-Warangal section from km 49.500 to km 117.820 ofNH-563
44,N/08006/06001/AP,Kathipudi - St. of Kakinada Bypass,,,,,Dilip Buildcon Ltd,L45201MP2006PLC018689,Andhra Pradesh,EPC,Provisionally Completed,National Highway,216,,4,27.5,110,,,Nov-2015,2,24,,,May-2016,May-2018,Mar-2019,,Mar-2019,,0.00,0.00,0.00,251.10,313.00,0.00,0.00,0.00,0.00,,11.38,,"MSV International Inc,Sterling Indo Tech Consultant Pvt Ltd",,"Design (km 0.000 - km 27.500);
PCOD - March 2019;",4L of Kathipudi to start of Kakinada bypass from Km 0.000 to Km 27.500 of NH-214 (New NH-216)
45, N/02003/02002/KA,Dobaspet - Dodaballapura,Bharatmala Pariyojana,Bangalore Satellite Town Ring Road (Package - 1),Shankaranarayana Dobaspat Expressway Pvt Ltd,U45209KA2020PTC138625,Shankarnarayana Constructions Pvt Ltd,,Karnataka,PPP HAM,Under implementation,National Highway,648,Phase - 1,4/6,42,,Jan-2019,,Sep-2020,17,24,Oct-2020,,Apr-2021,Apr-2023,Mar-2025,Feb-2024,,,0.00,0.00,0.00,1307.00,1438.74,0.00,0.00,0.00,0.00,,34.26,23,"Voyants Solution Pvt Ltd,Technocrats Advisory Services Pvt Ltd",,Design (km 0.00 - km 42.00); NHAI - Data Lake File Updated - File Uploaded,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 (old NH-207)] [Bangalore Ring Road Pkg 1]
46,N/04002/28002/TN, Kerala/Tamil Nadu  border to Kanyakumari,BM-1,,,,EKK Infrastructure Ltd,U45201TN2015PLC100062,Tamil Nadu,EPC,Under implementation,National Highway,66,,4,53.174,212.696,,,Mar-2023,,24,,,Aug-2023,Aug-2025,Feb-2026,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,NA,FP India Project Management Consultancy Services Pvt.  Ltd. in association with Indian Engineering Consultant  India Private Limited ,TTk  Construction (JV),43.0 to Km 96.174 km of NH66,4L of left-over works including additional structures from Kerala/Tamil Nadu  border to Kanyakumari Section from Km 43.0 to Km 96.174 of NH66
47, N/04036/02002/KA,4L of Left-Over Works of Hospet-Bellary -Karnataka/AP  border , Others,,,,,,"Andhra Pradesh,Karnataka",EPC,Under implementation,National Highway, 67,,4,95.37,381.48,,,Mar-2023,,,,,May-2023,May-2025,May-2026,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,NA,Theme Engineering Services Pvt. Ltd.,,280.080 km (Dec.Ch.) to 375+450 km (Des.Ch.), 4L of Left-Over Works of Hospet-Bellary -Karnataka/AP  border from Km.280.080 (Dec.Ch.) to  Km.375+450(Des.Ch.) of NH-63 (New-67)
48,N/08042/02002/TN,Madathukulam - Pollachi,Bharatmala Pariyojana,,DPJ Pollachi HAM Project Pvt Ltd,U45309MH2019PTC322963,D P Jain And Co Infrastructure Pvt Ltd,,Tamil Nadu,PPP HAM,Provisionally Completed,National Highway,83,Phase - 1,4,50.07,200.28,Dec-2018,,Feb-2019,17,24,Dec-2019,Dec-2020,Dec-2020,Dec-2022,Nov-2024,Oct-2023,,,0.00,289.60,0.00,724.00,1342.62,0.00,0.00,310.63,0.00,,26.81,,Aarvee Associates Architects Engineers & Consultants Pvt. Ltd.,,"Design (Km 74.380 - Km 116.950); PCOD - October 2023;
",4L of Madathukulam - Pollachi from km. 74.38 to km. 116.95 of old NH-209 (New NH-83)
49,N/06024/01001/TN,Madurai - Chettikulam,Bharatmala Pariyojana,,,,JMC Projects (India) Ltd,L45200GJ1986PLC008717,Tamil Nadu,EPC,Under implementation,National Highway,785,Phase - 1,4,7.3,29.2,,,Mar-2018,,24,Apr-2018,,Nov-2018,Nov-2020,Jul-2024,,Apr-2023,,0.00,0.00,0.00,544.23,0.00,803.82,0.00,0.00,0.00,259.59,74.55,52,"Yongama Engineering Pvt. Ltd,Sterling Indo Tech(JV)",,Design (km 0.000 - km 7.300);,4L of Madurai to Chettikulam from km.0.00 to km 7.30 of NH-785
50,N/08002/03002/TS,Repallewada - Telangana/Maharashtra Border,NH (O),,Repallewada Highways Pvt Ltd,U45309MP2020PTC053246,Dilip Buildcon Ltd,,Telangana,PPP HAM,Completed,National Highway,363,,4,52.6,210.4,Jul-2019,,Sep-2020,17,24,Nov-2020,Feb-2021,Mar-2021,Dec-2023,Jun-2024,,Mar-2024,,0.00,456.20,0.00,1140.50,0.00,1071.88,0.00,0.00,336.00,-68.62,21.68,3,"SATRA Service and Solution Pvt. Ltd.,Feedback Infra Pvt Ltd (JV)",,"Design (km 42.000 - km 94.602) ;
PCOD - October 20, 2023;",4L of NH-363 from Repallewada from Km.288.510 to TL/MH Border Km.342.00
51,N/08006/05001/AP,Anantapur - Muchukota,NH (O),Package - 1,SRC Infra Anantapur-Muchukota HAM Pvt Ltd,U45203AP2022PTC123723,SRC Projects Pvt Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,544 D,,4,36.85,147.4,Jul-2022,,Oct-2022,,,Jan-2023,,Jul-2023,Jul-2025,Jul-2025,,,,0.00,0.00,0.00,676.36,907.76,0.00,0.00,0.00,0.00,,24.63,NA,,,Design (km 0.000 - km 37.000);,4L of NH-544D from Km 0.000 to km 37.000 of Anantapur- Muchukota section (Pkg-1)
52,N/05060/01002/AP,Madanapalle - Pileru,Bharatmala Pariyojana,Madanapalle - Pileru Section (Package - 1),GR Madanapalli Pileru Highway Pvt Ltd,U45309RJ2022PTC080930,G R Infraprojects Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,71,Phase - 1,4,55.9,223.6,Mar-2022,,Mar-2022,17,24,Jun-2022,Oct-2022,Jan-2023,Jan-2025,Jan-2025,,,,0.00,0.00,0.00,1577.00,1877.47,0.00,0.00,0.00,0.00,,33.59,1,L.N. Malviya infra projects Pvt Ltd,,Design (km 0.000 - km 55.900);,4L of NH-71 from Madanapalli (Design Km 0.000/Existing Km 0.000) to Pileru (Design Km 55.900/Existing Km 59.250) (Design Length = 55.900 Km) Package-! on HAM Mode in the State of Andhra Pradesh under Bharatmala Pariyojna.
53,N/09053/01001/AP,Vijayawada - Machilipatnam,NHDP,,,,Dilip Buildcon Ltd,L45201MP2006PLC018689,Andhra Pradesh,EPC,Completed,National Highway,65,III,4,63.8,255.2,,,Jan-2016,2.5,24,Feb-2016,,Nov-2016,Nov-2018,Nov-2019,Jun-2019,Nov-2019,Grant,0.00,0.00,0.00,740.70,0.00,1886.57,0.00,0.00,0.00,1.00,11.61,12,RITES Ltd,,"Design (km 0.000 - km 63.800);
PCOD - June 2019;
CC - Nov 2019;",4L of NH-9 from Vijayawada- Machilipatnam section from Km 0.000 to Km 63.800 (Approx Length 64.611 Km) in the State of Andhra Pradesh under NHDP Phase - III to be executed under EPC mode
54,N/04022/05001/TN,Padalur - Trichy,,Package 6 C,Trichy Padalur Tollways Pvt Ltd,U45200TN2006PTC085149,Navayuga Engineering Company Ltd,,Tamil Nadu,PPP BOT - Toll,Provisionally Completed,National Highway,45,II,4,38.43,153.72,Jan-2006,,Feb-2006,25,30,May-2006,Dec-2006,Nov-2006,May-2009,Dec-2024,May-2010,May-2010,Grant,0.00,60.00,0.00,320.00,234.26,0.00,0.00,266.00,0.00,,6.10,,Feedback Infra Pvt. Ltd.,,Design (km 285.00 - km 325.00); PCOD - May 2010;,4L of Padalur - Trichy section from km. 285.00 to km. 325.00 of NH - 45 (Pkg 6-C)
55,N/05060/01001/AP ,Pileru - Kalur,Bharatmala Pariyojana,Pileru - Kalur Section (Package - 2),Meil Pileru Kalur Roadways Pvt Ltd,U45203TG2022PTC162139,Megha Engineering & Infrastructures Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,71,Phase - 1,4,38.117,152.468,,,Mar-2022,,,Jun-2022,,Oct-2023,Nov-2025,Apr-2025,,,,0.00,0.00,0.00,357.60,1877.47,0.00,0.00,0.00,0.00,,49.26,NA,"LN Malviya Infra Projects Pvt Ltd,Intratech Civil Solutions & Consultant",,Design (km 55.900 - km 92.800 & km 94.500 - km 95.717);,4L of Pileru to Kalur Section from Km 55.900 to Km 92.800 & Km 94.500 to Km 95.717 of NH-71(Package-II)
56,N/02004/29002/AP,Nellore - Tada & Nandigama - Ibrahimpatnam sections,NHDP,Golden Quadrilateral,Swarna Tollway Pvt Ltd,U45203TG2001PTC036706,"MAIF Investments India 3 Pte Ltd,CIDB",,Andhra Pradesh,PPP BOT - Toll,Completed,National Highway,5,I,4,158.8,635.2,,,Mar-2001,30,24,Aug-2001,,Sep-2001,Mar-2004,Mar-2004,,Oct-2005,Grant,0.00,167.50,0.00,621.35,0.00,2196.35,409.87,315.83,350.00,1.00,3.91,19,"Theme Engineering Services Pvt Ltd,Ishita Info Solution Pvt Ltd",,Design (km 52.800 - km 163.600);,4L of Tada - Nellore from Km. 52.800 to 163.600 (110.52 km)
57,N/08036/03001/KA ,Karadi - Banwara,Bharatmala Pariyojana,Tumkur - Shivamogga (Package - 2),Ashoka Karadi Banwara Road Pvt Ltd,U45309DL2018PTC332073,Ashoka Buildcon Ltd,,Karnataka,PPP HAM,Provisionally Completed,National Highway,206,Phase - 1,4,56.705,226.82,,,Mar-2018,17,24,Apr-2018,Sep-2018,Oct-2019,Oct-2021,Jan-2025,Sep-2023,,,0.00,414.00,0.00,1218.50,1225.24,0.00,90.00,385.00,275.00,,21.61,,"LN Malviya Infra Projects Pvt. Ltd,Intratech Civil Solutions & Consultant",,"Design (km 66.540 - km 119.790);
PCOD - September, 2023;",4L of Tumkur-Shimoga (Pkg-2) from Km 65.195 (Karadi) to Km 121.900(Banawara) of NH-206
58,N/02013/08001/KL,Walayar - Vadakkanchery,NHDP ,NS2/BOT/KL-02,Walayar Vadakkencherry Expressways Pvt Ltd,U45209TG2012PTC082527,KNR Constructions Ltd,,Kerala,PPP BOT - Toll,Completed,National Highway,47,II,4,54,216,Feb-2010,,Aug-2012,20,30,Sep-2012,,May-2013,Nov-2015,,,Oct-2015,Grant,0.00,264.60,0.00,790.50,0.00,843.48,400.51,206.93,459.82,52.98,14.64,-1,Artefact Projects Limited,,"Design (Km 182.250 - Km 240.000);
PCOD - October-2015;
The 100% stake is completely transferred to Cube Highways;",4L of Walayar to Vadakkanchery from Km 182.250 to Km 240 (SectionNS2/BOT/KL-02) of NH 544
59,N/08069/01002/AP,Kurnool - Mandlem,NH (O),Kurnool Atmakur (Package - 1),PSK Nandikotkur Expressways Pvt Ltd,U42101TS2023PTC172146,PSK Infrastructures And Projects Pvt Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,340 C,,4,30.6,122.4,Dec-2022,,Mar-2023,,,May-2023,,Oct-2023,Oct-2025,Mar-2025,,,,0.00,0.00,0.00,587.92,827.39,0.00,0.00,0.00,0.00,,27.04,NA,"Highway Engineering Consultant,Intratech Civil Solution & Consultant",,Design (km 0.000 - km 30.600);,4L PS from Kurnool (Existing Km. 5.400 of NH? 40/Design Km.0.000) to Mandlem (Existing Km.38.000/Design Km 30.600) of NH?340C (Package?1)
60,N/08069/01003/AP,Mandlem - Atmakur,NH (O),Kurnool Atmakur (Package - 2),PSK Atmakur Expressways Pvt Ltd,U42101TS2023PTC172108,PSK Infrastructures And Projects Pvt Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,340 C,,4,35.515,142.06,Dec-2022,,Mar-2023,,,May-2023,,Nov-2023,Nov-2025,Nov-2025,,,,0.00,0.00,0.00,597.00,887.28,0.00,0.00,0.00,0.00,,24.98,NA,"Highway Engineering Consultant,Intratech Civil Solution & Consultant",,Design (km 30.600 - km 66.115);,4L PS from Mandlem (Existing Km. 38.000/Design Km.30.600) to Atmakur (Existing Km.73.000/Design Km 66.115) of NH?340C (Package?2) 
61, N/08029/01001/KA,Hemmige Village/Hassan - Periyapatna Road Junction,NH(O),Mysuru - Kushalnagara Section (Package - 3),RCCL Hunsur Periyapatna Expressway Pvt Ltd,U42101TZ2023PTC028122,Ramalingam Construction Company Pvt Ltd,,Karnataka,PPP HAM,Under implementation,National Highway,275,,4,24.1,96.4,Sep-2022,,Mar-2023,,,May-2023,,,,,,,,0.00,0.00,0.00,585.84,1712.01,0.00,0.00,0.00,0.00,,71.04,,"Chaitanya Projects Consultancy Pvt. Ltd.,FrischmannPrabhu India Pvt. Ltd.,RUKY Projects Pvt. Ltd.",,Design (km 144.900 - km 169.000);,4L PS from near Hemmige Village Periyapatna - Hassan Road Jn. to near Hunsur -KR Nagar Jn section from Km. 144.900 to Km. 169.000 of NH-275 ( Pkg. III )
62,N/08029/01004/KA,Hunsur-KR Nagar Jn. - Yelawala Road Jn.,NH (O),Mysuru - Kushalnagar (Package - 4),KNR Kaveri Infra Pvt Ltd,U42101TS2023PTC171403,KNR Constructions Ltd,,Karnataka,PPP HAM,Under implementation,National Highway,275,,4,26.6,106.4,Sep-2022,,Mar-2023,17,24,Jun-2023,Sep-2023,,,,,,,0.00,330.16,0.00,650.00,1131.23,0.00,81.72,0.00,326.85,,42.53,,"Chaitanya Projects Consultancy Pvt. Ltd,FrischmannPrabhu India Pvt. Ltd.,RUKY Projects Pvt Ltd.",,Design (km 169.000 - km 195.550);,4L PS from near Hunsur - KR Nagar Junction to near Yalachahalli village KR Nagara - Yelawala Road Junction from Km 169.000 to Km 195.550 of NH-275 (Pkg-4)
63, N/05023/02001/AP,Mydukur - Badvel,Bharatmala Pariyojana,,Rithwik MBR Infra Pvt Ltd,U37100TG2022PTC166118,Rithwik Projects Pvt Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,67,Phase - 1,4,45.14,180.56,Jan-2022,,Aug-2022,,24,Oct-2022,,Sep-2023,Sep-2025,Sep-2025,,,,0.00,0.00,0.00,718.90,0.00,1063.57,0.00,0.00,0.00,344.67,15.93,NA,"Global Infra Solutions,Artefact Projects Ltd,MS Consultant",NSPR Consortium,Design (585.820 - km 630.960);,4L PS Mydukur - Badvel from Km 585.820 to Km 630.960 of NH-67
64,N/07083/01001/AP,End of Vishakhapatnam Port Trust - VCTPL Exit Gate,Bharatmala Pariyojana,,,,Sudharma Infratech Pvt Ltd,U45209AP2008PTC061476,Andhra Pradesh,EPC,Under implementation,National Highway,,,4,3.49,13.96,,,Nov-2021,,,Feb-2022,,Apr-2022,Jan-2023,Oct-2024,,,,0.00,0.00,0.00,35.79,51.31,0.00,0.00,0.00,0.00,,14.70,26,"SATRA Service and Solution Pvt Ltd,Feedback Infra Pvt Ltd",,Design (Km. 0.312 - Km. 3.800);,4L Road from existing East break water upto Convent Junction from Phase 1 of the project start from Km. 0.312 [End of Vishakhapatnam Port Trust (VPT)] to Km. 3.800 [VCTPL Exit Gate]
65,N/08036/02001/KA,Mallasandra - Karadi,Bharatmala Pariyojana,[Tumkur - Shivamogga] (Package - 1),Ashoka Mallasandra Karadi Road Pvt Ltd,U45309DL2018PTC332068,Ashoka Buildcon Ltd,,Karnataka,PPP HAM,Provisionally Completed,National Highway,206,Phase - 1,4,52.895,211.58,,,Mar-2018,15,24,Apr-2018,Sep-2018,Oct-2019,Oct-2021,Nov-2024,Oct-2023,,,0.00,305.00,0.00,917.00,1364.14,0.00,67.00,0.00,231.00,,25.79,,"LN Malviya Infra Projects Pvt. Ltd,Intratech Civil Solutions & Consultant",,"Design (km 12.310 - km 66.540);
COD - October 2021; PCOD - OCTOBER 2023;
",4L Tumkur-Shimoga (Pkg-I) from Mallasandra to Karadi village of NH-206 (from Km. 12.300 to Km. 65.195)
66,N/04012/04003/KA,Belgaum - Hungund - Raichur,NH (O),Belgaum – Hungund – Raichur (Package - 5),GR Belgaum Raichur (Package - 5) Highway Pvt Ltd,U42101RJ2023PTC087317,G R Infraprojects Ltd,,Karnataka,PPP HAM,Under implementation,National Highway,748 A,,4,46.2,184.8,Nov-2022,,Mar-2023,17,24,Aug-2023,,,,,,,,0.00,0.00,0.00,716.47,1341.61,0.00,0.00,0.00,0.00,,29.04,,"Chaitanya Projects Consultancy Pvt Ltd,G Eng Advisory Services Pvt Ltd",,Design (km 182.300 - km 228.500);,4L with  Paved  Shoulders  from Design Ch. 182.300 to Design Ch.  228.500  in  Belgaum  –  Hungund  –  Raichur  Section  of  NH?748A  (Ext.  SH? 20)  in  the  State  of  Karnataka  on  Hybrid  Annuity  Mode  (Package?5)  under NH(O)
67,N/04012/04002/KA,Belgaum - Hungund - Raichur Section ,NH (O),Belgaum - Hungund - Raichur (Package - 6),GR Belgaum Raichur (Package - 6) Highway Pvt Ltd,U42101RJ2023PTC087363,G R Infraprojects Ltd,,Karnataka,PPP HAM,Under implementation,National Highway,748 A,,4,44.9,179.6,Nov-2022,,Mar-2023,17,24,Aug-2023,,,,,,,,0.00,0.00,0.00,740.77,1404.09,0.00,0.00,0.00,0.00,,31.27,,"Chaitanya Projects Consultancy Pvt Ltd,G Eng Advisory Services Pvt Ltd",,Design (km 228.500 - km 273.400);,"4L With Paved Shoulders From Design Ch.228.500 To Design Ch.273.400 In Belgaum Hungund Raichur Section Of Nh ---(Ext.Sh20) In The State Of Karnataka On Ham Project Length 44.900 Kms, Raichur-Karnataka"
68,N/04012/05004/KA ,Belgaum - Hungund - Raichur,NH (O),Belgaum - Hungund - Raichur (Package - 2),MKC Belgaum-Raichur (Pkg-2) Nanjundeshwara Highways Pvt Ltd,U42101GJ2024PTC150357,MKC Infrastructure Ltd,,Karnataka,PPP HAM,Under implementation,National Highway,748 A,,4,46.1,184.4,,,Mar-2024,,,Jul-2024,,,,,,,,0.00,0.00,0.00,828.66,1284.50,0.00,0.00,0.00,0.00,,27.86,,,"G Eng Advisory Services Pvt Ltd,Voyants Solutions Pvt Ltd,Mahamarg Infra Consultants Pvt Ltd",Design (km 43.800 - km 89.900);,4L with Paved Shoulders from Design Ch. 43.800 to Design Ch. 89.900 in Belgaum Hungund Raichur Section of Nh748a in Karnataka on Ham under Nh(O) (Project Length 46.100 Kms) (Package 2).
69,N/08070/01008/AP,TN/AP Border  - Puttur,NH (0),Chennai - Tirupati (Package - 2),H.G. Chennai-Tirupati (II) Highway Pvt Ltd,U42101RJ2024PTC093770,H.G. Infra Engineering Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,"71, 716",,6,37.43,224.58,,,Mar-2024,,24,Apr-2024,Sep-2024,Dec-2024,Dec-2026,Dec-2026,,,,0.00,0.00,0.00,862.11,1346.82,0.00,0.00,0.00,0.00,,35.98,NA,TPF Engineering Pvt. Ltd. in association with  MAV Associates LLP,,"NH-71(Design Chainage km 61+51 to Km 81+450) - This is 4 Lane;
NH-716 (Design Chainage Km 97+100 to Km 114+500) - This is 6 Lane;", 4L with Paved Shoulders from TN/AP Border (Design Chainage Km 61+51) to Puttur (Design Chainage Km 81+540) of NH-716 & 6 Lane with Paved Shoulders from Mallavaram to Renigunta
70,N/04041/03002/AP,Chandrasekharapuram -  Polavaram,Bharatmala Pariyojana,Bengaluru Vijayawada Economic Corridor (Package - 11),MEIL BV Pkg 11 Roadways Pvt Ltd,U42101TS2023PTC171730,Megha Engineering & Infrastructures Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,544 G,Phase - 1,6,32,192,Nov-2022,,Feb-2023,,24,May-2023,,Feb-2024,Feb-2026,Feb-2026,,,,0.00,0.00,0.00,854.71,1292.65,0.00,0.00,0.00,0.00,,40.40,NA,Dhruv Consultancy Services Ltd,"Kaius Consulting Pvt Ltd,",Design (km 228.000 - km 260.000);,6L Access Controlled Greenfield Highway from Chandrasekharapuram (Ch. 228+000) to Polavaram (Ch. 260+000)of [NH-544G] (Package-11)
71,N/04041/01001/AP,Kodur - Vanavolu,Bharatmala Pariyojana,Bengaluru Vijayawada Economic Corridor (Package - 1),Bengaluru - Vijayawada Expressway Package - 1 Ltd,U42101MP2023PLC065253,Dilip Buildcon Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,544 G,Phase - 1,6,24.3,145.8,Sep-2022,,Jan-2023,17,24,Apr-2023,,Feb-2024,Feb-2026,Feb-2026,,,,0.00,0.00,0.00,599.50,912.94,0.00,0.00,0.00,0.00,,37.57,NA,"Dhruv Consultancy Services Ltd,G Eng Advisory Services Pvt Ltd",,Design (km 0.000 - km 24.300);,6L Access Controlled Greenfield Highway from Kodur (Ch. 0+000) to Vanavolu (Ch. 24+300) of Bengaluru – Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana Phase-I in the State of Andhra Pradesh (Package-1) 
72,N/04041/04002/AP,Marripudi - Somavarappadu,Bharatmala Pariyojana,Bengaluru - Vijayawada Economic Corridor (Package - 13),KNR Ramatheertham Infra Pvt Ltd,U42101TS2023PTC171404,KNR Constructions Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,544 G,Phase - 1,6,29.1,174.6,Nov-2022,,Feb-2023,17,24,Apr-2023,Sep-2023,Feb-2024,Feb-2026,Feb-2026,,,,0.00,337.22,0.00,665.00,976.41,0.00,87.46,0.00,347.00,,33.55,NA,"Dhruv Consultancy Services Ltd.,Hexa Co Kaius Consulting Pvt. Ltd.",,Design (km 285.500 - km 314.600);,6L Access Controlled Greenfield Highway from Marripudi (Ch. 285+500) to Somavarappadu (Ch. 314+600) of [NH-544G] Bengaluru – Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana Phase-I in the State of Andhra Pradesh (Package-13).
73,N/04041/01003/AP,Nallacheruvupalli - Yerragudipadu,Bharatmala Pariyojana,Bengaluru Vijayawada Economic Corridor (Package - 5),MEIL BV Pkg 5 Roadways Pvt Ltd,U42101TS2023PTC171747,Megha Engineering & Infrastructures Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,544 G,Phase - 1,6,32.7,196.2,Oct-2022,,Feb-2023,,24,May-2023,,Feb-2024,Dec-2026,,,,,0.00,0.00,0.00,819.21,1253.26,0.00,0.00,0.00,0.00,,38.33,NA,"Chaitanya Projects Consultancy Pvt. Ltd.,FP India Project Management Consultancy Services Pvt. Ltd. In association with Shree Bhawani Consultancy Service Pvt. Ltd.",,Design (km 96.300 - km 129.000);,6L Access Controlled Greenfield Highway from Nallacheruvu palli (Ch. 96+300) to Yerragudipadu (Ch. 129+000) of Bengaluru – Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana Phase-I in the State of Andhra Pradesh (Package-5)
